pagenation,region,hpatitisc-incidence,heptitisc-ir,heptitisc-death,heptitisc-dr,heptitisb-incidence,heptitisb-death,heptitisb-ir,heptitisb-dr,hepatitise-incidence,hepatitise-death,hepatitise-ir,hepatitise-dr,hepatitisa-incidence,hepatitisa-death,hepatitisa-ir,hepatitisa-dr,hepatitis-incidence,hepatitis-death,hepatitis-ir,hepatitis-dr,hepatitisun-incidence,hepatitisun-death,hepatitisun-ir,hepatitisun-dr
9-Jul,湖南省,386,0.6046,0,0,3817,2,5.9783,0.0031,20,0,0.0313,0,107,0,0.1676,0,4512,2,7.0668,0.0031,182,0,0.2851,0
15-Apr,宁??? 夏,70,1.0581,0,0,187,0,2.8267,0,3,0,0.0453,0,10,0,0.1512,0,272,0,4.1116,0,2,0,0.0302,0
11-Mar,浙江省,211,0.3877,0,0,2817,0,5.1758,0,423,0,0.7772,0,95,0,0.1745,0,3833,0,7.0425,0,287,0,0.5273,0
13-May,江西省,231,0.5129,0,0,3039,0,6.7475,0,30,0,0.0666,0,43,0,0.0955,0,3454,0,7.6689,0,111,0,0.2465,0
5-Feb,甘肃省,207,0.8028,0,0,3016,4,11.6968,0.0155,3,0,0.0116,0,285,1,1.1053,0.0039,3569,5,13.8415,0.0194,58,0,0.2249,0
5-Dec,辽宁省,202,0.479,1,0.0024,1613,4,3.8251,0.0095,133,0,0.3154,0,80,0,0.1897,0,2232,6,5.293,0.0142,204,1,0.4838,0.0024
14-Feb,河北省,669,0.9124,0,0,4581,1,6.2474,0.0014,81,0,0.1105,0,35,0,0.0477,0,5429,1,7.4039,0.0014,63,0,0.0859,0
14-Mar,江西省,402,0.889,0,0,3230,0,7.1426,0,94,0,0.2079,0,25,0,0.0553,0,3841,0,8.4937,0,90,0,0.199,0
9-Jan,山东省,112,0.1189,1,0.0011,2789,3,2.9616,0.0032,120,0,0.1274,0,67,0,0.0711,0,3297,4,3.501,0.0042,209,0,0.2219,0
8-Oct,吉林省,496,1.8169,0,0,1358,2,4.9744,0.0073,19,2,0.0696,0.0073,30,0,0.1099,0,1983,4,7.2638,0.0147,80,0,0.293,0
16-Apr,广??? 西,790,1.6618,0,0,3421,1,7.196,0.0021,139,0,0.2924,0,45,0,0.0947,0,4545,1,9.5604,0.0021,150,0,0.3155,0
11-Sep,宁??? 夏,46,0.73,0,0,441,0,6.9985,0,3,0,0.0476,0,20,0,0.3174,0,519,0,8.2363,0,9,0,0.1428,0
14-May,新疆,1039,4.5886,0,0,3252,1,14.3621,0.0044,38,0,0.1678,0,192,0,0.8479,0,4554,1,20.1122,0.0044,33,0,0.1457,0
16-Aug,四川省,853,1.0479,0,0,3370,0,4.1399,0,102,0,0.1253,0,185,0,0.2273,0,4606,0,5.6583,0,94,0,0.1155,0
12-Apr,海南省,106,1.2081,0,0,659,0,7.511,0,7,0,0.0798,0,15,0,0.171,0,810,0,9.232,0,23,0,0.2621,0
4-Jun,吉林省,245,0.9192,1,0.0038,1158,3,4.3448,0.0113,19,0,0.0713,0,158,0,0.5928,0,1710,4,6.4159,0.015,130,0,0.4878,0
9-Jun,北京市,141,0.8319,1,0.0059,348,10,2.0531,0.059,24,0,0.1416,0,23,0,0.1357,0,550,11,3.2448,0.0649,14,0,0.0826,0
4-Nov,湖北省,64,0.1065,0,0,3879,5,6.4561,0.0083,70,0,0.1165,0,202,0,0.3362,0,4502,5,7.4929,0.0083,287,0,0.4777,0
4-Apr,云南省,66,0.1516,0,0,1165,0,2.6755,0,26,0,0.0597,0,467,0,1.0725,0,1823,0,4.1866,0,99,0,0.2274,0
13-Nov,全??? 国,15443,1.1405,13,0.001,72242,37,5.3353,0.0027,1960,1,0.1448,0.0001,1998,0,0.1476,0,94348,54,6.9679,0.004,2705,3,0.1998,0.0002
10-Oct,重庆市,172,0.6016,1,0.0035,1433,2,5.0122,0.007,25,0,0.0874,0,82,0,0.2868,0,1786,3,6.2469,0.0105,74,0,0.2588,0
5-Nov,江苏省,100,0.1341,0,0,1381,1,1.8516,0.0013,136,0,0.1823,0,132,0,0.177,0,2230,2,2.9899,0.0027,481,1,0.6449,0.0013
9-Feb,海南省,58,0.6792,0,0,502,0,5.8782,0,3,0,0.0351,0,22,0,0.2576,0,642,0,7.5176,0,57,0,0.6675,0
7-Feb,吉林省,310,1.1385,0,0,926,0,3.4007,0,24,0,0.0881,0,55,0,0.202,0,1425,0,5.2332,0,110,0,0.404,0
14-Jul,全??? 国,17151,1.2656,13,0.001,80601,31,5.9477,0.0023,1958,1,0.1445,0.0001,2180,2,0.1609,0.0001,104610,48,7.7193,0.0035,2720,1,0.2007,0.0001
7-May,四川省,194,0.2375,1,0.0012,6773,7,8.2911,0.0086,74,0,0.0906,0,656,0,0.803,0,8086,8,9.8984,0.0098,389,0,0.4762,0
8-Sep,山西省,336,0.9903,0,0,3375,0,9.947,0,13,0,0.0383,0,66,0,0.1945,0,3894,0,11.4766,0,104,0,0.3065,0
14-Oct,广??? 西,796,1.6868,0,0,3212,4,6.8065,0.0085,96,0,0.2034,0,84,0,0.178,0,4317,4,9.1481,0.0085,129,0,0.2734,0
5-May,四川省,171,0.2088,0,0,8085,8,9.8739,0.0098,31,0,0.0379,0,870,0,1.0625,0,9562,8,11.6777,0.0098,405,0,0.4946,0
7-Nov,吉林省,433,1.5902,0,0,1305,0,4.7925,0,41,0,0.1506,0,34,0,0.1249,0,1911,0,7.018,0,98,0,0.3599,0
16-Sep,福建省,174,0.4572,0,0,3134,1,8.2344,0.0026,47,0,0.1235,0,30,0,0.0788,0,3552,1,9.3326,0.0026,167,0,0.4388,0
15-Feb,广东省,1336,1.2458,0,0,9328,4,8.6982,0.0037,199,0,0.1856,0,91,0,0.0849,0,11137,4,10.3851,0.0037,183,0,0.1706,0
15-Jul,青海省,158,2.7082,0,0,640,0,10.9698,0,4,0,0.0686,0,30,0,0.5142,0,838,0,14.3636,0,6,0,0.1028,0
8-Oct,浙江省,157,0.3103,0,0,2810,2,5.5534,0.004,88,0,0.1739,0,94,0,0.1858,0,3538,2,6.9921,0.004,389,0,0.7688,0
6-Feb,黑龙江省,296,0.7749,0,0,2039,1,5.3377,0.0026,48,0,0.1257,0,84,0,0.2199,0,2658,4,6.9581,0.0105,191,3,0.5,0.0079
4-Aug,河南省,508,0.5241,0,0,8552,6,8.8238,0.0062,26,0,0.0268,0,1239,0,1.2784,0,10700,6,11.04,0.0062,375,0,0.3869,0
7-Oct,吉林省,308,1.1311,0,0,1132,0,4.1572,0,42,0,0.1542,0,44,0,0.1616,0,1618,0,5.942,0,92,0,0.3379,0
15-Apr,北京市,80,0.3718,0,0,137,2,0.6367,0.0093,29,0,0.1348,0,11,0,0.0511,0,262,2,1.2177,0.0093,5,0,0.0232,0
5-Aug,甘肃省,285,1.1053,0,0,4702,1,18.2355,0.0039,1,0,0.0039,0,469,1,1.8189,0.0039,5536,2,21.47,0.0078,79,0,0.3064,0
7-Oct,广东省,669,0.719,0,0,9496,16,10.2064,0.0172,163,1,0.1752,0.0011,129,0,0.1386,0,10779,18,11.5853,0.0193,322,1,0.3461,0.0011
13-Jan,宁??? 夏,58,0.8962,0,0,559,0,8.6373,0,5,0,0.0773,0,10,0,0.1545,0,639,0,9.8735,0,7,0,0.1082,0
13-Jul,河南省,2874,3.0555,0,0,6221,7,6.6139,0.0074,44,1,0.0468,0.0011,91,0,0.0967,0,9275,8,9.8607,0.0085,45,0,0.0478,0
10-Jul,贵州省,272,0.7162,0,0,2647,3,6.9695,0.0079,17,0,0.0448,0,427,0,1.1243,0,3456,3,9.0995,0.0079,93,0,0.2449,0
13-Dec,福建省,173,0.4616,0,0,3054,5,8.1483,0.0133,76,0,0.2028,0,24,0,0.064,0,3646,5,9.7279,0.0133,319,0,0.8511,0
6-Aug,福建省,65,0.1839,0,0,3153,2,8.9194,0.0057,18,0,0.0509,0,126,0,0.3564,0,3809,3,10.7751,0.0085,447,1,1.2645,0.0028
9-Dec,湖南省,394,0.6171,1,0.0016,2724,2,4.2664,0.0031,30,0,0.047,0,85,0,0.1331,0,3337,3,5.2265,0.0047,104,0,0.1629,0
7-Jul,青海省,106,1.9343,0,0,1265,1,23.0841,0.0182,0,0,0,0,82,0,1.4964,0,1484,1,27.0805,0.0182,31,0,0.5657,0
7-Jan,上海市,36,0.1983,0,0,728,0,4.011,0,65,0,0.3581,0,34,0,0.1873,0,1000,0,5.5096,0,137,0,0.7548,0
10-Apr,安徽省,256,0.4175,0,0,2822,1,4.6028,0.0016,209,1,0.3409,0.0016,98,0,0.1598,0,3604,3,5.8783,0.0049,219,1,0.3572,0.0016
7-Jan,贵州省,122,0.3247,0,0,2479,0,6.598,0,4,0,0.0106,0,320,0,0.8517,0,3042,1,8.0965,0.0027,117,1,0.3114,0.0027
8-Feb,湖北省,244,0.4281,0,0,5350,8,9.3876,0.014,128,1,0.2246,0.0018,153,0,0.2685,0,6181,9,10.8458,0.0158,306,0,0.5369,0
8-Apr,新疆,663,3.1647,1,0.0048,4572,1,21.8234,0.0048,28,0,0.1337,0,260,0,1.2411,0,5611,2,26.7828,0.0095,88,0,0.42,0
8-Nov,新疆,603,2.8783,0,0,3733,5,17.8186,0.0239,12,0,0.0573,0,167,0,0.7971,0,4573,5,21.8282,0.0239,58,0,0.2768,0
15-Mar,湖南省,1269,1.8836,0,0,5191,0,7.7049,0,144,0,0.2137,0,58,0,0.0861,0,6798,0,10.0902,0,136,0,0.2019,0
15-Dec,湖南省,1039,1.5422,0,0,4015,0,5.9594,0,110,0,0.1633,0,48,0,0.0712,0,5308,0,7.8786,0,96,0,0.1425,0
12-May,江西省,212,0.4723,0,0,3312,3,7.379,0.0067,41,0,0.0913,0,67,0,0.1493,0,3793,3,8.4507,0.0067,161,0,0.3587,0
12-Jul,海南省,129,1.4703,1,0.0114,699,0,7.9669,0,6,0,0.0684,0,12,0,0.1368,0,874,1,9.9615,0.0114,28,0,0.3191,0
12-Jun,新疆,925,4.188,3,0.0136,3620,1,16.3897,0.0045,15,0,0.0679,0,129,0,0.5841,0,4741,4,21.4651,0.0181,52,0,0.2354,0
4-Jul,广西,183,0.3769,1,0.0021,2893,5,5.9578,0.0103,10,0,0.0206,0,152,0,0.313,0,3466,6,7.1378,0.0124,228,0,0.4695,0
4-Jul,湖北省,98,0.1631,0,0,5477,10,9.1157,0.0166,69,0,0.1148,0,380,0,0.6325,0,6390,10,10.6353,0.0166,366,0,0.6092,0
4-Apr,广西,149,0.3068,1,0.0021,2565,2,5.2823,0.0041,12,0,0.0247,0,201,0,0.4139,0,3173,3,6.5344,0.0062,246,0,0.5066,0
4-Sep,内蒙古,117,0.4907,0,0,1924,2,8.0693,0.0084,5,0,0.021,0,102,0,0.4278,0,2227,2,9.3401,0.0084,79,0,0.3313,0
15-Jan,北京市,115,0.5345,0,0,207,11,0.9621,0.0511,30,0,0.1394,0,14,0,0.0651,0,367,11,1.7057,0.0511,1,0,0.0046,0
8-Aug,青海省,115,2.0833,0,0,1487,0,26.9385,0,0,0,0,0,63,0,1.1413,0,1676,0,30.3625,0,11,0,0.1993,0
7-Mar,贵州省,74,0.197,0,0,2504,3,6.6646,0.008,14,0,0.0373,0,451,1,1.2004,0.0027,3158,5,8.4053,0.0133,115,1,0.3061,0.0027
10-Oct,湖北省,405,0.708,0,0,5295,5,9.257,0.0087,117,0,0.2045,0,100,0,0.1748,0,6172,5,10.7902,0.0087,255,0,0.4458,0
10-Sep,黑龙江省,390,1.0193,1,0.0026,1237,1,3.2332,0.0026,40,0,0.1045,0,26,0,0.068,0,1791,2,4.6812,0.0052,98,0,0.2561,0
8-May,重庆市,120,0.4261,0,0,2759,0,9.7976,0,22,0,0.0781,0,199,0,0.7067,0,3211,0,11.4027,0,111,0,0.3942,0
12-May,贵州省,279,0.8043,0,0,1864,0,5.3733,0,40,0,0.1153,0,53,0,0.1528,0,2298,0,6.6244,0,62,0,0.1787,0
5-Jun,黑龙江,262,0.6877,0,0,2431,0,6.3809,0,27,0,0.0709,0,109,0,0.2861,0,3042,0,7.9846,0,213,0,0.5591,0
6-Dec,宁??? 夏,12,0.2013,0,0,656,0,11.0067,0,1,0,0.0168,0,80,0,1.3423,0,772,0,12.953,0,23,0,0.3859,0
14-Feb,山西省,693,1.9092,0,0,3841,0,10.5819,0,65,0,0.1791,0,84,0,0.2314,0,4776,0,13.1577,0,93,0,0.2562,0
14-Oct,辽宁省,737,1.6788,0,0,1622,1,3.6948,0.0023,99,0,0.2255,0,61,0,0.139,0,2645,1,6.0251,0.0023,126,0,0.287,0
16-Jan,山东省,508,0.5189,1,0.001,5002,4,5.1096,0.0041,96,0,0.0981,0,37,0,0.0378,0,5753,5,5.8767,0.0051,108,0,0.1103,0
13-Mar,江苏省,253,0.3194,0,0,961,1,1.2134,0.0013,504,1,0.6364,0.0013,56,0,0.0707,0,2053,2,2.5922,0.0025,279,0,0.3523,0
7-Oct,河南省,1441,1.5343,1,0.0011,14487,6,15.4248,0.0064,20,0,0.0213,0,477,0,0.5079,0,16592,7,17.6661,0.0075,167,0,0.1778,0
6-Feb,重庆市,47,0.168,0,0,2590,2,9.2566,0.0071,16,0,0.0572,0,221,0,0.7898,0,2989,3,10.6826,0.0107,115,1,0.411,0.0036
7-Sep,河南省,1402,1.4928,1,0.0011,13327,5,14.1897,0.0053,24,0,0.0256,0,706,0,0.7517,0,15654,6,16.6674,0.0064,195,0,0.2076,0
8-Jul,黑龙江省,375,0.9806,1,0.0026,1747,0,4.5685,0,27,0,0.0706,0,34,0,0.0889,0,2332,1,6.0983,0.0026,149,0,0.3896,0
5-Feb,全??? 国,3033,0.2333,8,0.0006,61918,70,4.7634,0.0054,1604,2,0.1234,0.0002,4534,1,0.3488,0.0001,76409,88,5.8782,0.0068,5320,7,0.4093,0.0005
16-Sep,河南省,1567,1.6607,2,0.0021,4448,3,4.7139,0.0032,28,0,0.0297,0,9,0,0.0095,0,6081,5,6.4445,0.0053,26,0,0.0276,0
6-Mar,广东省,487,0.5297,1,0.0011,8394,7,9.1299,0.0076,184,2,0.2001,0.0022,200,0,0.2175,0,9630,12,10.4742,0.0131,365,2,0.397,0.0022
13-Apr,青海省,192,3.3498,0,0,1168,0,20.3779,0,8,0,0.1396,0,64,0,1.1166,0,1447,0,25.2456,0,15,0,0.2617,0
8-May,广??? 西,587,1.2311,1,0.0021,3297,4,6.9148,0.0084,38,0,0.0797,0,244,0,0.5117,0,4358,5,9.1401,0.0105,192,0,0.4027,0
8-Jul,北京市,147,0.9002,0,0,383,4,2.3454,0.0245,38,0,0.2327,0,25,0,0.1531,0,624,4,3.8212,0.0245,31,0,0.1898,0
7-Jul,河南省,1392,1.4821,0,0,15324,2,16.316,0.0021,25,0,0.0266,0,842,0,0.8965,0,17835,2,18.9896,0.0021,252,0,0.2683,0
13-Dec,湖北省,572,0.9898,0,0,4244,2,7.3438,0.0035,201,0,0.3478,0,65,0,0.1125,0,5254,2,9.0915,0.0035,172,0,0.2976,0
10-Nov,四川省,560,0.6842,0,0,4289,1,5.2401,0.0012,59,0,0.0721,0,266,0,0.325,0,5392,1,6.5877,0.0012,218,0,0.2663,0
13-Nov,重庆市,228,0.7742,1,0.0034,1411,0,4.7912,0,65,0,0.2207,0,63,0,0.2139,0,1812,1,6.1528,0.0034,45,0,0.1528,0
6-May,甘肃省,320,1.2336,1,0.0039,5193,1,20.0192,0.0039,6,0,0.0231,0,275,0,1.0601,0,5836,2,22.498,0.0077,42,0,0.1619,0
7-Jan,湖南省,185,0.2917,0,0,2279,1,3.5935,0.0016,36,0,0.0568,0,116,0,0.1829,0,2768,1,4.3646,0.0016,152,0,0.2397,0
8-Sep,上海市,21,0.113,0,0,466,2,2.5081,0.0108,21,0,0.113,0,17,0,0.0915,0,569,2,3.0624,0.0108,44,0,0.2368,0
15-Jun,海南省,316,3.4976,0,0,947,0,10.4817,0,14,0,0.155,0,11,0,0.1218,0,1313,0,14.5327,0,25,0,0.2767,0
16-Aug,江苏省,267,0.3354,0,0,1290,0,1.6206,0,198,0,0.2487,0,45,0,0.0565,0,1977,0,2.4836,0,177,0,0.2224,0
16-May,湖北省,835,1.4357,0,0,5475,1,9.4137,0.0017,226,0,0.3886,0,78,0,0.1341,0,6766,1,11.6334,0.0017,151,0,0.2596,0
11-May,陕西省,392,1.0502,0,0,2280,0,6.1081,0,28,0,0.075,0,61,0,0.1634,0,2831,0,7.5842,0,70,0,0.1875,0
9-Aug,黑龙江省,449,1.1739,0,0,1506,5,3.9373,0.0131,50,0,0.1307,0,34,0,0.0889,0,2172,5,5.6785,0.0131,133,0,0.3477,0
4-May,甘肃省,238,0.9105,1,0.0038,4593,3,17.5716,0.0115,5,0,0.0191,0,471,2,1.8019,0.0077,5402,6,20.6666,0.023,95,0,0.3634,0
10-Sep,重庆市,183,0.6401,1,0.0035,1326,2,4.638,0.007,13,0,0.0455,0,78,0,0.2728,0,1680,3,5.8762,0.0105,80,0,0.2798,0
13-Jul,黑龙江省,512,1.3354,1,0.0026,1207,1,3.1481,0.0026,34,0,0.0887,0,19,0,0.0496,0,1848,2,4.82,0.0052,76,0,0.1982,0
11-Feb,江苏省,145,0.1843,0,0,973,1,1.237,0.0013,489,0,0.6217,0,84,0,0.1068,0,1914,1,2.4333,0.0013,223,0,0.2835,0
11-Apr,广??? 西,845,1.8359,0,0,3712,2,8.0649,0.0043,132,0,0.2868,0,90,1,0.1955,0.0022,5006,3,10.8763,0.0065,227,0,0.4932,0
11-Jun,上海市,36,0.1564,0,0,405,0,1.7594,0,36,0,0.1564,0,16,0,0.0695,0,512,0,2.2242,0,19,0,0.0825,0
13-Nov,陕西省,511,1.3615,0,0,1875,0,4.9959,0,13,0,0.0346,0,42,0,0.1119,0,2488,0,6.6292,0,47,0,0.1252,0
11-Aug,青海省,138,2.4526,0,0,1271,0,22.5887,0,9,0,0.16,0,66,0,1.173,0,1498,0,26.623,0,14,0,0.2488,0
11-Apr,吉林省,751,2.7346,0,0,1481,2,5.3928,0.0073,27,1,0.0983,0.0036,17,0,0.0619,0,2327,3,8.4733,0.0109,51,0,0.1857,0
16-Jun,海南省,231,2.5568,0,0,926,0,10.2493,0,36,0,0.3985,0,5,0,0.0553,0,1215,0,13.448,0,16,0,0.1771,0
7-Jul,内蒙古,278,1.1598,0,0,3077,0,12.8368,0,13,0,0.0542,0,53,0,0.2211,0,3491,1,14.564,0.0042,70,1,0.292,0.0042
7-Dec,云南省,195,0.435,0,0,1141,1,2.5452,0.0022,30,0,0.0669,0,294,0,0.6558,0,1708,1,3.8099,0.0022,48,0,0.1071,0
16-Jul,贵州省,383,1.0918,0,0,1421,0,4.0507,0,60,0,0.171,0,15,0,0.0428,0,1897,0,5.4076,0,17,0,0.0485,0
5-Dec,福建省,27,0.0768,0,0,1886,2,5.3671,0.0057,11,0,0.0313,0,79,0,0.2248,0,2491,3,7.0888,0.0085,488,1,1.3887,0.0028
9-Feb,建设兵团,87,3.3812,0,0,397,0,15.429,0,0,0,0,0,11,0,0.4275,0,500,0,19.432,0,5,0,0.1943,0
15-Dec,湖北省,702,1.207,0,0,4389,0,7.5464,0,224,0,0.3851,0,77,0,0.1324,0,5504,0,9.4635,0,112,0,0.1926,0
16-Oct,云南省,891,1.8902,1,0.0021,1050,0,2.2275,0,110,0,0.2334,0,95,0,0.2015,0,2155,1,4.5716,0.0021,9,0,0.0191,0
16-Feb,广东省,1473,1.3736,1,0.0009,10137,2,9.4526,0.0019,238,0,0.2219,0,122,0,0.1138,0,12112,3,11.2943,0.0028,139,0,0.1296,0
16-Sep,吉林省,364,1.3225,1,0.0036,599,0,2.1763,0,17,0,0.0618,0,21,0,0.0763,0,1023,1,3.7168,0.0036,22,0,0.0799,0
10-Jun,广东省,1304,1.353,2,0.0021,10540,5,10.9359,0.0052,220,1,0.2283,0.001,110,0,0.1141,0,12494,8,12.9633,0.0083,320,0,0.332,0
10-Dec,四川省,625,0.7636,1,0.0012,3982,1,4.865,0.0012,50,0,0.0611,0,224,0,0.2737,0,5102,2,6.2334,0.0024,221,0,0.27,0
13-Apr,天津市,26,0.184,0,0,147,1,1.0402,0.0071,14,0,0.0991,0,4,0,0.0283,0,200,1,1.4153,0.0071,9,0,0.0637,0
4-Nov,河南省,406,0.4189,1,0.001,6898,1,7.1172,0.001,28,0,0.0289,0,580,0,0.5984,0,8172,2,8.4317,0.0021,260,0,0.2683,0
15-Mar,福建省,274,0.7199,0,0,4437,1,11.6579,0.0026,97,0,0.2549,0,57,0,0.1498,0,5083,1,13.3552,0.0026,218,0,0.5728,0
4-Jun,北京市,73,0.4928,1,0.0068,488,3,3.2942,0.0203,59,0,0.3983,0,38,0,0.2565,0,763,4,5.1505,0.027,105,0,0.7088,0
16-Nov,江苏省,258,0.3241,0,0,1017,0,1.2776,0,193,1,0.2425,0.0013,45,0,0.0565,0,1636,1,2.0553,0.0013,123,0,0.1545,0
11-Sep,江西省,170,0.3814,0,0,2768,1,6.2108,0.0022,40,0,0.0898,0,43,0,0.0965,0,3176,1,7.1262,0.0022,155,0,0.3478,0
7-Oct,西??? 藏,4,0.1424,0,0,41,0,1.4591,0,0,0,0,0,56,0,1.993,0,106,0,3.7724,0,5,0,0.1779,0
8-Oct,福建省,100,0.2793,0,0,3898,1,10.8852,0.0028,37,0,0.1033,0,92,0,0.2569,0,4653,1,12.9936,0.0028,526,0,1.4689,0
4-Sep,山西省,125,0.3772,0,0,1567,0,4.728,0,13,0,0.0392,0,118,0,0.356,0,1935,0,5.8384,0,112,0,0.3379,0
15-May,浙江省,249,0.4521,0,0,1232,0,2.2367,0,109,0,0.1979,0,42,0,0.0763,0,1745,0,3.1681,0,113,0,0.2052,0
10-Mar,陕西省,409,1.0843,0,0,2571,2,6.816,0.0053,37,0,0.0981,0,50,0,0.1326,0,3138,2,8.3192,0.0053,71,0,0.1882,0
16-Apr,建设兵团,51,1.8662,0,0,179,0,6.5499,0,1,0,0.0366,0,9,0,0.3293,0,241,0,8.8186,0,1,0,0.0366,0
13-Mar,宁??? 夏,51,0.788,0,0,489,0,7.5557,0,2,0,0.0309,0,6,0,0.0927,0,552,0,8.5292,0,4,0,0.0618,0
9-Jan,陕西省,236,0.6273,1,0.0027,2612,1,6.9431,0.0027,12,0,0.0319,0,62,0,0.1648,0,2982,2,7.9266,0.0053,60,0,0.1595,0
4-Feb,山东省,42,0.0458,0,0,3705,0,4.041,0,111,0,0.1211,0,226,0,0.2465,0,4467,0,4.8721,0,383,0,0.4177,0
7-May,福建省,69,0.1939,0,0,4091,2,11.4981,0.0056,38,0,0.1068,0,113,0,0.3176,0,4746,2,13.339,0.0056,435,0,1.2226,0
15-Feb,陕西省,397,1.0516,0,0,1623,1,4.2992,0.0026,22,0,0.0583,0,24,0,0.0636,0,2091,1,5.5389,0.0026,25,0,0.0662,0
5-Nov,山西省,201,0.6027,0,0,3430,1,10.2851,0.003,2,0,0.006,0,92,0,0.2759,0,3823,1,11.4635,0.003,98,0,0.2939,0
7-Feb,重庆市,59,0.2101,0,0,2122,2,7.557,0.0071,15,0,0.0534,0,159,0,0.5662,0,2464,3,8.7749,0.0107,109,1,0.3882,0.0036
14-Feb,湖北省,636,1.0967,1,0.0017,4629,2,7.9824,0.0034,249,0,0.4294,0,61,0,0.1052,0,5753,3,9.9207,0.0052,178,0,0.3069,0
7-Nov,新疆,521,2.5415,0,0,4207,0,20.522,0,10,0,0.0488,0,1477,0,7.2049,0,6432,0,31.3756,0,217,0,1.0585,0
6-Nov,辽宁省,345,0.8173,2,0.0047,2276,4,5.3921,0.0095,180,1,0.4264,0.0024,83,0,0.1966,0,3093,9,7.3276,0.0213,209,2,0.4951,0.0047
11-Jan,福建省,195,0.5285,0,0,5972,4,16.1868,0.0108,110,1,0.2981,0.0027,52,0,0.1409,0,6777,5,18.3687,0.0136,448,0,1.2143,0
15-Aug,吉林省,467,1.6967,0,0,905,0,3.2881,0,19,0,0.069,0,27,0,0.0981,0,1441,0,5.2355,0,23,0,0.0836,0
5-May,全??? 国,4582,0.3525,10,0.0008,88127,76,6.7796,0.0058,1327,5,0.1021,0.0004,6481,4,0.4986,0.0003,107086,100,8.2381,0.0077,6569,5,0.5054,0.0004
6-Sep,陕西省,280,0.7527,0,0,2538,5,6.8225,0.0134,6,0,0.0161,0,147,0,0.3952,0,3098,5,8.3279,0.0134,127,0,0.3414,0
11-Sep,湖南省,642,0.9774,1,0.0015,3451,4,5.254,0.0061,71,0,0.1081,0,83,0,0.1264,0,4376,5,6.6622,0.0076,129,0,0.1964,0
13-Jan,安徽省,494,0.825,1,0.0017,3615,3,6.0371,0.005,190,0,0.3173,0,65,0,0.1086,0,4561,4,7.6169,0.0067,197,0,0.329,0
6-Jun,贵州省,83,0.2225,1,0.0027,2255,1,6.0456,0.0027,5,0,0.0134,0,454,0,1.2172,0,2952,2,7.9142,0.0054,155,0,0.4155,0
14-Feb,宁??? 夏,59,0.9019,0,0,480,0,7.3373,0,3,0,0.0459,0,14,0,0.214,0,562,0,8.5908,0,6,0,0.0917,0
8-Mar,上海市,27,0.1453,0,0,567,3,3.0517,0.0161,57,0,0.3068,0,27,0,0.1453,0,721,3,3.8805,0.0161,43,0,0.2314,0
16-Aug,辽宁省,679,1.5463,0,0,1570,0,3.5755,0,131,1,0.2983,0.0023,171,0,0.3894,0,2654,1,6.0442,0.0023,103,0,0.2346,0
5-Dec,河南省,818,0.8766,2,0.0021,10790,1,11.5636,0.0011,13,0,0.0139,0,295,0,0.3162,0,12110,3,12.9782,0.0032,194,0,0.2079,0
10-Dec,湖南省,453,0.7071,0,0,2917,1,4.5535,0.0016,50,0,0.0781,0,56,0,0.0874,0,3590,1,5.6041,0.0016,114,0,0.178,0
9-Feb,上海市,34,0.18,0,0,436,1,2.3088,0.0053,71,0,0.376,0,24,1,0.1271,0.0053,596,2,3.156,0.0106,31,0,0.1642,0
6-Aug,青海省,54,0.9945,0,0,1151,1,21.197,0.0184,0,0,0,0,38,0,0.6998,0,1261,1,23.2228,0.0184,18,0,0.3315,0
9-Mar,安徽省,189,0.3081,0,0,3114,4,5.0758,0.0065,259,0,0.4222,0,121,0,0.1972,0,3937,4,6.4173,0.0065,254,0,0.414,0
12-Sep,江苏省,188,0.238,0,0,928,0,1.1749,0,211,0,0.2671,0,35,0,0.0443,0,1598,0,2.0231,0,236,0,0.2988,0
9-Apr,四川省,419,0.5121,0,0,5512,4,6.7362,0.0049,67,0,0.0819,0,482,0,0.5891,0,6759,4,8.2602,0.0049,279,0,0.341,0
11-Dec,全??? 国,15228,1.1356,14,0.001,85238,50,6.3567,0.0037,1974,1,0.1472,0.0001,2276,0,0.1697,0,107892,65,8.0462,0.0048,3176,0,0.2369,0
15-Feb,河南省,1714,1.8164,0,0,4330,2,4.5888,0.0021,50,0,0.053,0,31,0,0.0329,0,6165,2,6.5335,0.0021,40,0,0.0424,0
6-Dec,河南省,1053,1.1226,1,0.0011,11462,2,12.2196,0.0021,21,0,0.0224,0,457,0,0.4872,0,13170,3,14.0405,0.0032,177,0,0.1887,0
14-Jan,安徽省,453,0.7513,0,0,3419,2,5.6702,0.0033,173,0,0.2869,0,45,0,0.0746,0,4269,2,7.0798,0.0033,179,0,0.2969,0
12-Mar,安徽省,386,0.6468,0,0,3480,3,5.8311,0.005,316,0,0.5295,0,80,0,0.134,0,4496,3,7.5335,0.005,234,0,0.3921,0
4-May,陕西省,154,0.421,0,0,5342,2,14.6032,0.0055,10,0,0.0273,0,190,0,0.5194,0,5863,2,16.0274,0.0055,167,0,0.4565,0
9-Jan,江西省,94,0.2136,0,0,3151,8,7.1614,0.0182,48,0,0.1091,0,108,0,0.2455,0,3566,9,8.1046,0.0205,165,1,0.375,0.0023
